"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Preu_mitja_habitatge","Valor"
2018,1,"Ciutat Vella",1,"el Raval","Total. Milers d'euros",262.8
2018,1,"Ciutat Vella",2,"el Barri Gòtic","Total. Milers d'euros",541.6
2018,1,"Ciutat Vella",3,"la Barceloneta","Total. Milers d'euros",219.7
2018,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Total. Milers d'euros",336.9
2018,2,"Eixample",5,"el Fort Pienc","Total. Milers d'euros",408.1
2018,2,"Eixample",6,"la Sagrada Família","Total. Milers d'euros",271.5
2018,2,"Eixample",7,"la Dreta de l'Eixample","Total. Milers d'euros",520.8
2018,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Total. Milers d'euros",388
2018,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Total. Milers d'euros",305
2018,2,"Eixample",10,"Sant Antoni","Total. Milers d'euros",285.9
2018,3,"Sants-Montjuïc",11,"el Poble Sec","Total. Milers d'euros",225.5
2018,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Total. Milers d'euros",89.3
2018,3,"Sants-Montjuïc",13,"la Marina de Port","Total. Milers d'euros",193.3
2018,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Total. Milers d'euros",301.9
2018,3,"Sants-Montjuïc",15,"Hostafrancs","Total. Milers d'euros",247.1
2018,3,"Sants-Montjuïc",16,"la Bordeta","Total. Milers d'euros",263.7
2018,3,"Sants-Montjuïc",17,"Sants - Badal","Total. Milers d'euros",234.4
2018,3,"Sants-Montjuïc",18,"Sants","Total. Milers d'euros",241.3
2018,4,"Les Corts",19,"les Corts","Total. Milers d'euros",383.4
2018,4,"Les Corts",20,"la Maternitat i Sant Ramon","Total. Milers d'euros",361.6
2018,4,"Les Corts",21,"Pedralbes","Total. Milers d'euros",1000.9
2018,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Total. Milers d'euros",383.1
2018,5,"Sarrià-Sant Gervasi",23,"Sarrià","Total. Milers d'euros",692.7
2018,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Total. Milers d'euros",844.7
2018,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Total. Milers d'euros",652.5
2018,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Total. Milers d'euros",644.4
2018,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Total. Milers d'euros",545.5
2018,6,"Gràcia",28,"Vallcarca i els Penitents","Total. Milers d'euros",293.6
2018,6,"Gràcia",29,"el Coll","Total. Milers d'euros",252.8
2018,6,"Gràcia",30,"la Salut","Total. Milers d'euros",320
2018,6,"Gràcia",31,"la Vila de Gràcia","Total. Milers d'euros",369.2
2018,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Total. Milers d'euros",362.3
2018,7,"Horta-Guinardó",33,"el Baix Guinardó","Total. Milers d'euros",290.5
2018,7,"Horta-Guinardó",34,"Can Baró","Total. Milers d'euros",212.7
2018,7,"Horta-Guinardó",35,"el Guinardó","Total. Milers d'euros",228
2018,7,"Horta-Guinardó",36,"la Font d'en Fargues","Total. Milers d'euros",302.5
2018,7,"Horta-Guinardó",37,"el Carmel","Total. Milers d'euros",158.9
2018,7,"Horta-Guinardó",38,"la Teixonera","Total. Milers d'euros",162.1
2018,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Total. Milers d'euros",162.3
2018,7,"Horta-Guinardó",40,"Montbau","Total. Milers d'euros",156.5
2018,7,"Horta-Guinardó",41,"la Vall d'Hebron","Total. Milers d'euros",240
2018,7,"Horta-Guinardó",42,"la Clota","Total. Milers d'euros",150.7
2018,7,"Horta-Guinardó",43,"Horta","Total. Milers d'euros",237.1
2018,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Total. Milers d'euros",203.1
2018,8,"Nou Barris",45,"Porta","Total. Milers d'euros",159.9
2018,8,"Nou Barris",46,"el Turó de la Peira","Total. Milers d'euros",131.5
2018,8,"Nou Barris",47,"Can Peguera","Total. Milers d'euros",101.8
2018,8,"Nou Barris",48,"la Guineueta","Total. Milers d'euros",192
2018,8,"Nou Barris",49,"Canyelles","Total. Milers d'euros",155.1
2018,8,"Nou Barris",50,"les Roquetes","Total. Milers d'euros",178.1
2018,8,"Nou Barris",51,"Verdun","Total. Milers d'euros",136.2
2018,8,"Nou Barris",52,"la Prosperitat","Total. Milers d'euros",132.6
2018,8,"Nou Barris",53,"la Trinitat Nova","Total. Milers d'euros",85.9
2018,8,"Nou Barris",54,"Torre Baró","Total. Milers d'euros",82
2018,8,"Nou Barris",55,"Ciutat Meridiana","Total. Milers d'euros",89.5
2018,8,"Nou Barris",56,"Vallbona","Total. Milers d'euros",162.5
2018,9,"Sant Andreu",57,"la Trinitat Vella","Total. Milers d'euros",149.6
2018,9,"Sant Andreu",58,"Baró de Viver","Total. Milers d'euros",281.3
2018,9,"Sant Andreu",59,"el Bon Pastor","Total. Milers d'euros",157.2
2018,9,"Sant Andreu",60,"Sant Andreu","Total. Milers d'euros",221.9
2018,9,"Sant Andreu",61,"la Sagrera","Total. Milers d'euros",279.4
2018,9,"Sant Andreu",62,"el Congrés i els Indians","Total. Milers d'euros",190.9
2018,9,"Sant Andreu",63,"Navas","Total. Milers d'euros",388.4
2018,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Total. Milers d'euros",326.5
2018,10,"Sant Martí",65,"el Clot","Total. Milers d'euros",372.8
2018,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Total. Milers d'euros",286.7
2018,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Total. Milers d'euros",483.7
2018,10,"Sant Martí",68,"el Poblenou","Total. Milers d'euros",367
2018,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Total. Milers d'euros",556.3
2018,10,"Sant Martí",70,"el Besòs i el Maresme","Total. Milers d'euros",227.9
2018,10,"Sant Martí",71,"Provençals del Poblenou","Total. Milers d'euros",270.1
2018,10,"Sant Martí",72,"Sant Martí de Provençals","Total. Milers d'euros",254
2018,10,"Sant Martí",73,"la Verneda i la Pau","Total. Milers d'euros",158.9
2018,1,"Ciutat Vella",1,"el Raval","Nou. Milers d'euros",525
2018,1,"Ciutat Vella",2,"el Barri Gòtic","Nou. Milers d'euros",1015.8
2018,1,"Ciutat Vella",3,"la Barceloneta","Nou. Milers d'euros",191.3
2018,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Nou. Milers d'euros",485.6
2018,2,"Eixample",5,"el Fort Pienc","Nou. Milers d'euros",405.1
2018,2,"Eixample",6,"la Sagrada Família","Nou. Milers d'euros",NA
2018,2,"Eixample",7,"la Dreta de l'Eixample","Nou. Milers d'euros",271.5
2018,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Nou. Milers d'euros",435
2018,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Nou. Milers d'euros",270
2018,2,"Eixample",10,"Sant Antoni","Nou. Milers d'euros",246.7
2018,3,"Sants-Montjuïc",11,"el Poble Sec","Nou. Milers d'euros",NA
2018,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Nou. Milers d'euros",NA
2018,3,"Sants-Montjuïc",13,"la Marina de Port","Nou. Milers d'euros",NA
2018,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Nou. Milers d'euros",NA
2018,3,"Sants-Montjuïc",15,"Hostafrancs","Nou. Milers d'euros",281.4
2018,3,"Sants-Montjuïc",16,"la Bordeta","Nou. Milers d'euros",270
2018,3,"Sants-Montjuïc",17,"Sants - Badal","Nou. Milers d'euros",286.8
2018,3,"Sants-Montjuïc",18,"Sants","Nou. Milers d'euros",446.7
2018,4,"Les Corts",19,"les Corts","Nou. Milers d'euros",552.6
2018,4,"Les Corts",20,"la Maternitat i Sant Ramon","Nou. Milers d'euros",319.8
2018,4,"Les Corts",21,"Pedralbes","Nou. Milers d'euros",NA
2018,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Nou. Milers d'euros",NA
2018,5,"Sarrià-Sant Gervasi",23,"Sarrià","Nou. Milers d'euros",854
2018,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Nou. Milers d'euros",NA
2018,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Nou. Milers d'euros",639
2018,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Nou. Milers d'euros",591.2
2018,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Nou. Milers d'euros",561.8
2018,6,"Gràcia",28,"Vallcarca i els Penitents","Nou. Milers d'euros",361.1
2018,6,"Gràcia",29,"el Coll","Nou. Milers d'euros",184.4
2018,6,"Gràcia",30,"la Salut","Nou. Milers d'euros",NA
2018,6,"Gràcia",31,"la Vila de Gràcia","Nou. Milers d'euros",412.9
2018,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Nou. Milers d'euros",NA
2018,7,"Horta-Guinardó",33,"el Baix Guinardó","Nou. Milers d'euros",328.3
2018,7,"Horta-Guinardó",34,"Can Baró","Nou. Milers d'euros",NA
2018,7,"Horta-Guinardó",35,"el Guinardó","Nou. Milers d'euros",290.3
2018,7,"Horta-Guinardó",36,"la Font d'en Fargues","Nou. Milers d'euros",NA
2018,7,"Horta-Guinardó",37,"el Carmel","Nou. Milers d'euros",166.5
2018,7,"Horta-Guinardó",38,"la Teixonera","Nou. Milers d'euros",129.2
2018,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Nou. Milers d'euros",143
2018,7,"Horta-Guinardó",40,"Montbau","Nou. Milers d'euros",161.4
2018,7,"Horta-Guinardó",41,"la Vall d'Hebron","Nou. Milers d'euros",150
2018,7,"Horta-Guinardó",42,"la Clota","Nou. Milers d'euros",61.4
2018,7,"Horta-Guinardó",43,"Horta","Nou. Milers d'euros",225
2018,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Nou. Milers d'euros",NA
2018,8,"Nou Barris",45,"Porta","Nou. Milers d'euros",NA
2018,8,"Nou Barris",46,"el Turó de la Peira","Nou. Milers d'euros",NA
2018,8,"Nou Barris",47,"Can Peguera","Nou. Milers d'euros",NA
2018,8,"Nou Barris",48,"la Guineueta","Nou. Milers d'euros",NA
2018,8,"Nou Barris",49,"Canyelles","Nou. Milers d'euros",NA
2018,8,"Nou Barris",50,"les Roquetes","Nou. Milers d'euros",NA
2018,8,"Nou Barris",51,"Verdun","Nou. Milers d'euros",NA
2018,8,"Nou Barris",52,"la Prosperitat","Nou. Milers d'euros",NA
2018,8,"Nou Barris",53,"la Trinitat Nova","Nou. Milers d'euros",NA
2018,8,"Nou Barris",54,"Torre Baró","Nou. Milers d'euros",NA
2018,8,"Nou Barris",55,"Ciutat Meridiana","Nou. Milers d'euros",NA
2018,8,"Nou Barris",56,"Vallbona","Nou. Milers d'euros",NA
2018,9,"Sant Andreu",57,"la Trinitat Vella","Nou. Milers d'euros",NA
2018,9,"Sant Andreu",58,"Baró de Viver","Nou. Milers d'euros",NA
2018,9,"Sant Andreu",59,"el Bon Pastor","Nou. Milers d'euros",211.1
2018,9,"Sant Andreu",60,"Sant Andreu","Nou. Milers d'euros",379.7
2018,9,"Sant Andreu",61,"la Sagrera","Nou. Milers d'euros",NA
2018,9,"Sant Andreu",62,"el Congrés i els Indians","Nou. Milers d'euros",155.5
2018,9,"Sant Andreu",63,"Navas","Nou. Milers d'euros",259.8
2018,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Nou. Milers d'euros",430.8
2018,10,"Sant Martí",65,"el Clot","Nou. Milers d'euros",516.5
2018,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Nou. Milers d'euros",NA
2018,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Nou. Milers d'euros",NA
2018,10,"Sant Martí",68,"el Poblenou","Nou. Milers d'euros",427.3
2018,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Nou. Milers d'euros",NA
2018,10,"Sant Martí",70,"el Besòs i el Maresme","Nou. Milers d'euros",355.1
2018,10,"Sant Martí",71,"Provençals del Poblenou","Nou. Milers d'euros",224.5
2018,10,"Sant Martí",72,"Sant Martí de Provençals","Nou. Milers d'euros",210
2018,10,"Sant Martí",73,"la Verneda i la Pau","Nou. Milers d'euros",133.1
2018,1,"Ciutat Vella",1,"el Raval","Usat. Milers d'euros",246.5
2018,1,"Ciutat Vella",2,"el Barri Gòtic","Usat. Milers d'euros",425
2018,1,"Ciutat Vella",3,"la Barceloneta","Usat. Milers d'euros",224.7
2018,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Usat. Milers d'euros",323.8
2018,2,"Eixample",5,"el Fort Pienc","Usat. Milers d'euros",408.1
2018,2,"Eixample",6,"la Sagrada Família","Usat. Milers d'euros",271.5
2018,2,"Eixample",7,"la Dreta de l'Eixample","Usat. Milers d'euros",540.9
2018,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Usat. Milers d'euros",382.8
2018,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Usat. Milers d'euros",307.3
2018,2,"Eixample",10,"Sant Antoni","Usat. Milers d'euros",287.8
2018,3,"Sants-Montjuïc",11,"el Poble Sec","Usat. Milers d'euros",225.2
2018,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Usat. Milers d'euros",89.3
2018,3,"Sants-Montjuïc",13,"la Marina de Port","Usat. Milers d'euros",193.3
2018,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Usat. Milers d'euros",301.9
2018,3,"Sants-Montjuïc",15,"Hostafrancs","Usat. Milers d'euros",241.1
2018,3,"Sants-Montjuïc",16,"la Bordeta","Usat. Milers d'euros",228.6
2018,3,"Sants-Montjuïc",17,"Sants - Badal","Usat. Milers d'euros",215.6
2018,3,"Sants-Montjuïc",18,"Sants","Usat. Milers d'euros",231.3
2018,4,"Les Corts",19,"les Corts","Usat. Milers d'euros",363.9
2018,4,"Les Corts",20,"la Maternitat i Sant Ramon","Usat. Milers d'euros",367.1
2018,4,"Les Corts",21,"Pedralbes","Usat. Milers d'euros",990.9
2018,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Usat. Milers d'euros",383.1
2018,5,"Sarrià-Sant Gervasi",23,"Sarrià","Usat. Milers d'euros",686.1
2018,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Usat. Milers d'euros",849.1
2018,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Usat. Milers d'euros",655.9
2018,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Usat. Milers d'euros",652.2
2018,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Usat. Milers d'euros",541.3
2018,6,"Gràcia",28,"Vallcarca i els Penitents","Usat. Milers d'euros",277.5
2018,6,"Gràcia",29,"el Coll","Usat. Milers d'euros",262.5
2018,6,"Gràcia",30,"la Salut","Usat. Milers d'euros",316
2018,6,"Gràcia",31,"la Vila de Gràcia","Usat. Milers d'euros",365.8
2018,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Usat. Milers d'euros",362.3
2018,7,"Horta-Guinardó",33,"el Baix Guinardó","Usat. Milers d'euros",289.7
2018,7,"Horta-Guinardó",34,"Can Baró","Usat. Milers d'euros",212.7
2018,7,"Horta-Guinardó",35,"el Guinardó","Usat. Milers d'euros",225.1
2018,7,"Horta-Guinardó",36,"la Font d'en Fargues","Usat. Milers d'euros",302.5
2018,7,"Horta-Guinardó",37,"el Carmel","Usat. Milers d'euros",155.9
2018,7,"Horta-Guinardó",38,"la Teixonera","Usat. Milers d'euros",175.9
2018,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Usat. Milers d'euros",167.7
2018,7,"Horta-Guinardó",40,"Montbau","Usat. Milers d'euros",154.9
2018,7,"Horta-Guinardó",41,"la Vall d'Hebron","Usat. Milers d'euros",248.2
2018,7,"Horta-Guinardó",42,"la Clota","Usat. Milers d'euros",240
2018,7,"Horta-Guinardó",43,"Horta","Usat. Milers d'euros",240.9
2018,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Usat. Milers d'euros",199.5
2018,8,"Nou Barris",45,"Porta","Usat. Milers d'euros",159.9
2018,8,"Nou Barris",46,"el Turó de la Peira","Usat. Milers d'euros",131.5
2018,8,"Nou Barris",47,"Can Peguera","Usat. Milers d'euros",101.8
2018,8,"Nou Barris",48,"la Guineueta","Usat. Milers d'euros",192
2018,8,"Nou Barris",49,"Canyelles","Usat. Milers d'euros",155.1
2018,8,"Nou Barris",50,"les Roquetes","Usat. Milers d'euros",178.1
2018,8,"Nou Barris",51,"Verdun","Usat. Milers d'euros",136.2
2018,8,"Nou Barris",52,"la Prosperitat","Usat. Milers d'euros",132.6
2018,8,"Nou Barris",53,"la Trinitat Nova","Usat. Milers d'euros",85.9
2018,8,"Nou Barris",54,"Torre Baró","Usat. Milers d'euros",82
2018,8,"Nou Barris",55,"Ciutat Meridiana","Usat. Milers d'euros",89.5
2018,8,"Nou Barris",56,"Vallbona","Usat. Milers d'euros",162.5
2018,9,"Sant Andreu",57,"la Trinitat Vella","Usat. Milers d'euros",149.6
2018,9,"Sant Andreu",58,"Baró de Viver","Usat. Milers d'euros",281.3
2018,9,"Sant Andreu",59,"el Bon Pastor","Usat. Milers d'euros",151.7
2018,9,"Sant Andreu",60,"Sant Andreu","Usat. Milers d'euros",214.5
2018,9,"Sant Andreu",61,"la Sagrera","Usat. Milers d'euros",279.4
2018,9,"Sant Andreu",62,"el Congrés i els Indians","Usat. Milers d'euros",200
2018,9,"Sant Andreu",63,"Navas","Usat. Milers d'euros",391.7
2018,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Usat. Milers d'euros",323.1
2018,10,"Sant Martí",65,"el Clot","Usat. Milers d'euros",362.9
2018,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Usat. Milers d'euros",286.7
2018,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Usat. Milers d'euros",483.7
2018,10,"Sant Martí",68,"el Poblenou","Usat. Milers d'euros",356.3
2018,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Usat. Milers d'euros",556.3
2018,10,"Sant Martí",70,"el Besòs i el Maresme","Usat. Milers d'euros",219.6
2018,10,"Sant Martí",71,"Provençals del Poblenou","Usat. Milers d'euros",283.8
2018,10,"Sant Martí",72,"Sant Martí de Provençals","Usat. Milers d'euros",255
2018,10,"Sant Martí",73,"la Verneda i la Pau","Usat. Milers d'euros",160.4
2018,1,"Ciutat Vella",1,"el Raval","Total. Euros/m2 construït",3969.8
2018,1,"Ciutat Vella",2,"el Barri Gòtic","Total. Euros/m2 construït",5162.7
2018,1,"Ciutat Vella",3,"la Barceloneta","Total. Euros/m2 construït",4905.4
2018,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Total. Euros/m2 construït",5169.4
2018,2,"Eixample",5,"el Fort Pienc","Total. Euros/m2 construït",4650.6
2018,2,"Eixample",6,"la Sagrada Família","Total. Euros/m2 construït",3833.1
